rcid,year,n_postings
8984844,2022,8
8984844,2023,7
8984844,2024,1
8984844,2025,1
8984844,2026,1
8986390,2023,4
8986390,2024,2
8986390,2026,1
8991597,2021,1
8991767,2025,12
8991767,2026,6
8992703,2023,1
8992703,2024,1
8994542,2022,2
8994542,2023,7
8994542,2024,7
8994542,2025,7
8994542,2026,2
8996112,2022,4
8996112,2024,1
8997857,2023,2
8997857,2024,2
8997941,2025,3
9001473,2023,2
9001473,2025,2
9001670,2024,1
9001670,2025,5
9001707,2025,1
9002357,2022,1
9007575,2022,3
9007666,2023,1
9007666,2024,6
9007666,2025,3
9007695,2025,1
9007850,2020,1
9007850,2021,5
9007850,2022,6
9007850,2023,6
9007850,2024,9
9007850,2025,3
9007850,2026,1
9007868,2025,1
9007928,2023,3
9007928,2024,1
9007928,2025,1
9009031,2024,2
9009031,2025,7
9013892,2022,4
9013892,2023,2
9013892,2024,3
9014910,2022,3
9014913,2020,2
9014913,2022,4
9014913,2023,1
9014913,2024,7
9014913,2025,2
9016562,2025,1
9018506,2023,2
9018506,2024,5
9018571,2023,1
9018571,2024,1
9018571,2025,2
9020207,2023,1
9020605,2021,1
9022573,2022,2
9022574,2024,6
9022574,2025,7
9022574,2026,1
9023560,2021,1
9023560,2025,3
9025971,2020,1
9025971,2021,3
9025971,2022,4
9025971,2023,5
9026372,2024,2
9026372,2025,3
9026372,2026,2
9028595,2025,1
9030358,2023,8
9030358,2024,11
9030358,2025,4
9038103,2021,2
9038943,2024,2
9039136,2020,6
9039136,2021,20
9039136,2022,28
9039136,2023,40
9039136,2024,32
9039136,2025,4
9039136,2026,7
9039285,2022,2
9039285,2023,1
9055130,2024,1
9055130,2025,7
9058626,2024,1
9060013,2023,1
9060013,2025,1
9060027,2023,5
9060027,2024,1
9061068,2022,1
9061068,2024,2
9061256,2022,12
9061256,2023,19
9061256,2024,13
9061256,2025,8
9061256,2026,2
9061295,2021,1
9061295,2022,2
9061295,2023,1
9061295,2024,1
9061295,2025,2
9061295,2026,1
9062983,2025,11
9063807,2020,1
9066798,2022,2
9069760,2022,1
9069760,2023,5
9069760,2025,6
9069760,2026,1
9078092,2023,1
9092918,2021,6
9092918,2022,11
9092918,2023,26
9092918,2024,14
9092918,2025,16
9092918,2026,1
9104841,2024,7
9104841,2025,3
9104894,2023,1
9105985,2023,4
9105985,2024,8
9105985,2025,11
9106007,2022,1
9107165,2022,1
9107165,2023,4
9107165,2024,7
9107165,2025,4
9109741,2021,3
9109741,2022,3
9109741,2023,6
9109741,2024,10
9109741,2025,1
9109741,2026,2
9110541,2024,3
9112738,2022,3
9115859,2023,5
9115859,2024,10
9115859,2025,5
9115859,2026,4
9117086,2022,1
9117086,2023,3
9117196,2023,4
9117196,2025,1
9117725,2021,1
9117725,2022,1
9117792,2025,1
9119130,2023,2
9125737,2022,2
9125737,2023,5
9125737,2024,2
9126251,2021,1
9126251,2022,6
9126251,2023,5
9126251,2024,3
9126251,2025,2
9128901,2024,1
9129088,2023,1
9129088,2024,1
9129088,2025,1
9129089,2023,1
9129089,2024,1
9129212,2025,1
9129215,2023,1
9129215,2024,2
9129215,2025,1
9129246,2023,1
9129258,2022,15
9129258,2023,16
9129258,2025,4
9129260,2022,7
9129260,2024,1
9129304,2022,1
9129304,2023,8
9129304,2024,5
9129304,2025,2
9129304,2026,4
9129307,2022,5
9129307,2023,6
9129307,2024,1
9129316,2024,1
9129322,2024,5
9129347,2024,1
9129399,2024,4
9129461,2023,1
9129461,2025,1
9129472,2021,2
9129472,2022,2
9129472,2023,2
9129472,2025,4
9129497,2022,1
9129510,2021,2
9129510,2024,1
9129825,2023,3
9129825,2024,1
9130704,2022,1
9130820,2022,2
9130973,2024,2
9131257,2023,2
9132606,2022,1
9136436,2020,13
9136436,2021,84
9136436,2022,138
9136436,2023,50
9136436,2024,42
9136436,2025,82
9136436,2026,4
9137695,2024,1
9140506,2022,4
9140506,2023,6
9140506,2024,6
9140506,2025,3
9140506,2026,1
9141867,2021,1
9141867,2022,2
9141867,2023,2
9141867,2025,6
9144053,2021,129
9144053,2022,273
9144053,2023,309
9144053,2024,396
9144053,2025,407
9144053,2026,51
9146556,2021,1
9148679,2022,1
9148727,2022,2
9148758,2022,1
9150142,2023,1
9150142,2025,1
9151100,2023,57
9151100,2024,181
9152628,2021,1
9152660,2021,1
9152660,2023,3
9152660,2024,1
9152660,2025,1
9152660,2026,1
9152873,2022,2
9152886,2021,3
9152886,2022,6
9152886,2023,3
9152886,2025,1
9161613,2018,1
9161613,2022,1
9161613,2023,4
9161613,2024,2
9161613,2025,95
9162949,2024,1
9164276,2024,1
9164276,2025,5
9164276,2026,1
9169990,2021,12
9169990,2022,23
9169990,2023,22
9170837,2024,1
9171735,2021,1
9171735,2024,1
9172923,2022,4
9174337,2023,2
9174783,2020,1
9174783,2021,1
9174783,2022,2
9174783,2023,5
9174783,2024,2
9174783,2025,2
9177993,2023,1
9178815,2025,6
9184087,2024,7
9184087,2025,4
9184087,2026,4
9187568,2023,4
9187568,2024,9
9187810,2023,1
9196641,2022,1
9198862,2024,2
9198862,2026,2
9199059,2024,3
9199059,2025,1
9199546,2025,3
9200271,2025,2
9204047,2024,7
9204047,2025,6
9204047,2026,3
9205037,2025,5
9206902,2021,4
9206902,2022,1
9206902,2023,14
9206902,2024,66
9206902,2025,203
9206902,2026,60
9208895,2020,1
9208895,2021,9
9208895,2022,18
9208895,2023,63
9208895,2024,105
9208895,2025,21
9211711,2022,13
9213406,2023,1
9213406,2024,6
9216870,2025,1
9218046,2023,2
9218046,2025,2
9222419,2025,1
9223382,2022,1
9224749,2024,3
9224749,2025,4
9225871,2023,1
9227470,2022,1
9227470,2023,1
9227470,2026,1
9229562,2021,3
9229562,2022,7
9229562,2023,17
9229562,2024,20
9229562,2025,5
9229562,2026,1
9229563,2023,5
9229563,2024,6
9229563,2025,2
9230833,2025,2
9230833,2026,1
9231607,2021,1
9231607,2022,1
9233682,2025,1
9233852,2024,6
9233852,2025,1
9233852,2026,1
9235105,2022,1
9236381,2023,2
9236419,2025,1
9236585,2025,2
9237442,2023,6
9237442,2025,1
9237600,2023,1
9238569,2021,2
9238569,2022,2
9238569,2023,2
9238569,2024,2
9238569,2025,5
9242792,2024,1
9242792,2025,4
9242792,2026,3
9244874,2025,2
9245077,2025,1
9245519,2022,38
9245519,2023,466
9245519,2024,174
9245519,2025,234
9245519,2026,42
9253240,2025,1
9255247,2021,1
9255247,2022,2
9255247,2023,4
9255247,2024,3
9255247,2025,2
9255296,2021,1
9255319,2024,3
9255319,2025,3
9255319,2026,1
9256240,2021,1
9256240,2022,1
9256747,2021,4
9256747,2022,13
9256747,2023,17
9256747,2024,19
9256747,2025,8
9258481,2022,2
9258481,2023,14
9258481,2025,2
9258481,2026,2
9259963,2025,1
9262564,2024,2
9263664,2024,1
9265808,2021,4
9265808,2022,1
9265808,2023,1
9265808,2024,2
9265808,2025,2
9265808,2026,1
9267058,2023,4
9267852,2024,1
9267852,2025,1
9268697,2022,5
9268697,2023,2
9268697,2024,2
9268697,2025,2
9275115,2022,1
9276582,2025,1
9279668,2022,17
9279668,2023,348
9279668,2024,303
9279668,2025,334
9279668,2026,58
9281696,2023,3
9281696,2024,1
9284400,2023,2
9284400,2024,2
9286521,2021,6
9286521,2022,1
9286521,2023,2
9286521,2024,3
9286521,2025,1
9288049,2022,1
9288049,2023,3
9288049,2024,5
9288049,2025,5
9288049,2026,2
9291954,2024,1
9303607,2024,1
9307036,2023,4
9307036,2024,1
9308916,2024,1
9308916,2025,1
9308916,2026,2
9309422,2023,1
9309422,2024,2
9309422,2025,2
9311778,2023,2
9311778,2024,1
9311778,2025,3
9313474,2022,6
9313474,2023,6
9313474,2024,4
9313474,2025,10
9326655,2024,1
9326655,2025,5
9326883,2023,1
9326883,2024,1
9326883,2025,1
9330636,2024,1
9332731,2022,2
9336747,2021,6
9338356,2023,1
9347241,2021,1
9356180,2024,1
9361560,2024,1
9364152,2022,1
9370637,2024,1
9370637,2025,1
9371304,2022,3
9371304,2023,1
9372287,2021,1
9373210,2023,1
9373210,2024,3
9377712,2021,4
9377712,2022,2
9377712,2023,4
9377712,2024,1
9377712,2025,2
9380739,2024,2
9380739,2025,2
9384352,2025,1
9384669,2021,2
9384669,2022,3
9384669,2023,3
9386501,2021,1
9386501,2023,5
9386501,2024,2
9386501,2025,3
9386501,2026,1
9386641,2022,1
9386641,2023,10
9386641,2024,23
9386641,2025,6
9387171,2024,1
9387171,2025,1
9392897,2022,1
9395395,2022,1
9395395,2025,1
9401370,2023,1
9401572,2023,1
9401572,2024,1
9401572,2025,1
9403327,2024,1
9403327,2025,5
9403876,2021,1
9403876,2022,4
9406455,2021,1
9407343,2024,1
9407657,2024,1
9409524,2021,3
9409524,2022,3
9409524,2023,1
9409524,2024,3
9409524,2025,1
9413125,2021,1
9416812,2022,2
9416812,2023,7
9416812,2024,4
9418305,2021,1
9419701,2023,1
9419701,2024,5
9419701,2025,1
9419864,2021,20
9419864,2022,48
9419864,2023,24
9419864,2024,10
9419864,2025,4
9420497,2025,3
9426175,2021,3
9427824,2024,1
9427824,2025,1
9427824,2026,1
9427825,2023,1
9428179,2023,2
9433071,2020,8
9433071,2021,18
9433071,2022,2
9433071,2023,30
9433071,2024,14
9433071,2025,8
9433071,2026,1
9433713,2022,1
9433713,2024,1
9433713,2025,1
9439043,2023,2
9439043,2025,2
9441557,2023,1
9441700,2025,1
9443362,2025,1
9443904,2024,1
9444561,2022,1
9444561,2023,4
9444938,2021,3
9444938,2022,4
9444938,2023,7
9444938,2024,5
9444938,2025,11
9444938,2026,1
9444949,2021,1
9444949,2023,1
9445101,2021,1
9445101,2023,4
9450233,2024,1
9451789,2022,2
9451789,2024,3
9454355,2021,2
9454355,2022,6
9454355,2023,7
9455199,2024,1
9455199,2025,1
9456324,2022,1
9456324,2023,2
9456324,2025,1
9457859,2021,1
9458356,2021,1
9460534,2023,1
9460534,2024,1
9460534,2026,1
9463810,2021,1
9468293,2023,2
9468293,2024,2
9477241,2023,3
9477241,2024,8
9477241,2025,1
9477631,2024,8
9478508,2025,1
9478508,2026,1
9479023,2023,1
9479023,2024,1
9481698,2023,3
9482201,2023,2
9482201,2024,1
9482335,2023,2
9483339,2023,5
9483339,2025,2
9486369,2025,1
9492475,2023,2
9492475,2025,1
9497709,2022,2
9497709,2023,1
9500987,2025,2
9501612,2025,1
9512119,2023,2
9520335,2021,1
9521543,2022,4
9521543,2023,60
9521543,2024,5
9521638,2023,1
9521889,2020,1
9521889,2021,1
9522449,2022,2
9522449,2025,2
9524943,2023,1
9532364,2023,1
9532364,2024,1
9533137,2023,2
9533137,2024,5
9533137,2025,13
9533137,2026,2
9533647,2023,1
9533647,2024,27
9533647,2025,22
9533647,2026,3
9536250,2022,1
9536250,2023,2
9536250,2025,1
9544280,2022,1
9546777,2021,2
9546777,2022,5
9546777,2023,33
9546777,2024,15
9546777,2025,45
9546777,2026,9
9548976,2022,7
9548976,2023,2
9549460,2025,2
9553067,2022,3
9553067,2023,6
9553067,2024,9
9553067,2025,1
9553379,2021,1
9553379,2023,1
9553379,2024,2
9553379,2026,1
9555473,2022,2
9555473,2023,1
9555473,2024,3
9555473,2025,1
9555473,2026,4
9565404,2025,1
9565404,2026,1
9567378,2023,2
9567378,2024,2
9567378,2025,4
9567502,2021,1
9567502,2022,7
9567502,2023,3
9567503,2024,7
9567503,2025,16
9569035,2020,1
9574547,2025,1
9574547,2026,1
9575525,2023,1
9575525,2025,1
9576619,2021,1
9576619,2024,1
9579119,2024,2
9581859,2025,1
9586137,2022,1
9586137,2023,11
9586137,2024,5
9586137,2025,7
9586137,2026,1
9589870,2020,1
9589871,2025,1
9592197,2022,1
9592876,2023,35
9592876,2024,6
9592876,2025,2
9598242,2021,1
9600132,2023,1
9601926,2024,2
9602691,2022,11
9602691,2023,7
9602691,2024,3
9602691,2025,1
9602825,2024,1
9604478,2024,6
9604478,2025,5
9604478,2026,3
9608458,2023,1
9609746,2025,1
9613394,2021,3
9613416,2022,3
9614841,2021,1
9614841,2023,2
9614841,2025,2
9614841,2026,1
9620163,2024,1
9621234,2022,1
9621234,2025,2
9621895,2024,1
9621895,2025,2
9624600,2025,1
9624600,2026,1
9628944,2022,1
9628944,2023,2
9628944,2024,1
9629510,2022,2
9629510,2024,1
9631137,2020,22
9631137,2021,70
9631137,2022,109
9631137,2023,70
9631137,2024,9
9631137,2025,28
9631137,2026,4
9634605,2023,1
9634937,2020,1
9634970,2021,3
9634970,2024,1
9642591,2022,3
9642591,2023,3
9642591,2024,4
9642591,2025,4
9643073,2022,1
9645884,2022,2
9645884,2025,7
9645884,2026,2
9645952,2022,1
9645952,2023,1
9645952,2024,1
9645952,2025,1
9645952,2026,1
9646739,2022,9
9646739,2023,17
9646739,2024,19
9646739,2025,9
9646739,2026,1
9647363,2022,7
9647363,2023,2
9651200,2024,1
9652194,2020,1
9652194,2021,4
9652194,2022,3
9652194,2023,4
9652194,2024,3
9652194,2025,1
9653672,2022,2
9654968,2023,3
9655413,2022,3
9655413,2024,2
9656485,2024,1
9660692,2023,4
9660692,2024,4
9660692,2025,1
9661269,2024,1
9663303,2024,1
9663363,2025,1
9663737,2023,1
9663737,2024,1
9672202,2024,1
9672202,2025,1
9680495,2024,1
9680665,2020,1
9680665,2021,1
9684163,2025,1
9684537,2020,1
9684537,2022,2
9684537,2023,10
9684537,2024,5
9684537,2025,4
9684809,2023,1
9686212,2022,5
9686212,2024,1
9686542,2021,1
9686542,2023,1
9686542,2024,1
9686543,2021,2
9688040,2023,1
9690123,2021,1
9690123,2022,1
9690123,2023,11
9690123,2024,7
9690123,2025,3
9690123,2026,1
9690312,2021,1
9693807,2022,1
9693807,2023,2
9693807,2024,5
9693807,2025,2
9699184,2024,1
9699989,2023,2
9699989,2024,2
9700445,2024,3
9700793,2022,1
9700793,2024,1
9701851,2022,1
9702455,2024,1
9702455,2025,11
9702455,2026,3
9702516,2023,1
9702516,2024,2
9702516,2026,1
9704696,2026,1
9705929,2022,1
9705929,2025,1
9710139,2023,2
9712597,2023,4
9712597,2025,1
9712597,2026,1
9713279,2022,1
9714005,2022,1
9714009,2021,1
9715228,2023,3
9715228,2024,1
9716149,2023,9
9716149,2024,4
9716149,2025,2
9716149,2026,3
9721362,2019,1
9732054,2023,1
9732871,2024,1
9732871,2025,1
9733010,2023,3
9733146,2025,1
9733175,2024,7
9733175,2025,11
9733175,2026,2
9737752,2023,1
9737752,2024,3
9741942,2022,2
9741942,2025,1
9743295,2020,1
9743295,2023,2
9743295,2024,1
9743295,2025,4
9743295,2026,1
9744610,2022,1
9744610,2024,4
9747304,2023,1
9747304,2024,1
9747304,2025,1
9747951,2022,1
9747951,2023,1
9750485,2024,4
9750485,2025,33
9750733,2024,2
9752546,2025,1
9753096,2025,2
9756821,2021,1
9756821,2024,1
9756914,2023,1
9758747,2022,1
9760539,2021,1
9763130,2023,5
9763130,2024,10
9780359,2021,1
9780359,2022,1
9780359,2024,1
9780421,2024,1
9780730,2025,1
9787889,2023,4
9787889,2024,2
9787889,2025,1
9789793,2025,1
9792086,2024,1
9796169,2024,1
9798475,2025,1
9813476,2024,3
9813476,2025,25
9813649,2023,3
9813821,2024,1
9814335,2024,2
9818543,2021,1
9823928,2022,1
9823928,2023,7
9823928,2024,1
9823928,2025,10
9830910,2025,3
9832963,2025,4
9838712,2024,3
9838712,2025,1
9857442,2022,6
9857442,2023,5
9857442,2024,2
9857442,2025,8
9859840,2021,1
9859840,2023,1
9866019,2023,2
9866615,2021,1
9868825,2025,1
9868825,2026,1
9870292,2025,2
9870292,2026,1
9870628,2022,1
9870628,2023,1
9870628,2024,1
9871128,2022,1
9871128,2023,2
9872580,2022,6
9872580,2023,3
9873392,2024,1
9873392,2025,2
9873863,2023,3
9876896,2023,1
9887491,2022,1
9892878,2022,2
9893312,2022,38
9893312,2023,1
9894381,2022,4
9894381,2023,10
9894381,2024,19
9894381,2025,5
9894732,2022,1
9896731,2023,1
9902119,2021,1
9925480,2022,1
9925901,2021,2
9926032,2021,2
9926032,2022,1
9926032,2023,13
9926032,2024,12
9926032,2025,21
9936386,2022,1
9937540,2023,6
9937540,2024,3
9937540,2025,3
9937540,2026,3
9940184,2022,5
9940184,2023,4
9940184,2024,11
9940184,2025,3
9940184,2026,2
9942635,2022,1
9952135,2025,2
9952339,2022,10
9952339,2023,33
9952339,2024,9
9952339,2025,6
9959127,2021,1
9959127,2024,4
9959127,2025,2
9962000,2021,1
9962000,2023,2
9967420,2022,1
9967420,2023,5
9968246,2022,2
9968246,2023,4
9968246,2024,2
9968246,2025,3
9968983,2024,1
9969755,2024,1
9969755,2025,1
9970010,2022,2
9970696,2024,1
9970696,2025,1
9970771,2020,1
9971577,2022,1
9974818,2023,4
9975136,2022,5
9975136,2023,12
9975136,2024,8
9975136,2025,8
9975136,2026,4
9975174,2025,18
9975344,2025,2
9976440,2021,3
9976440,2022,13
9976440,2023,9
9976440,2024,9
9976696,2023,2
9976696,2024,1
9977936,2023,1
9977936,2024,1
9977936,2025,3
9978663,2024,1
9978663,2025,1
9984689,2022,13
9984689,2023,50
9984689,2024,33
9984689,2025,36
9984689,2026,10
9984834,2025,1
9986208,2025,2
9989095,2026,1
9989873,2023,1
9992434,2024,5
9992434,2025,3
9993426,2025,1
9994069,2025,1
9998804,2024,9
9998804,2025,1
10002740,2021,1
10002740,2024,2
10002740,2025,1
10004499,2025,1
10004652,2023,2
10004652,2024,2
10004652,2025,6
10006230,2021,1
10006230,2022,1
10006230,2024,4
10006230,2025,1
10006338,2025,1
10006972,2023,1
10006972,2024,2
10009147,2025,1
10011776,2022,4
10011776,2023,28
10011776,2024,1
10012827,2022,6
10012827,2023,14
10012827,2024,4
10012827,2025,1
10017829,2024,1
10023064,2024,2
10023064,2025,3
10030609,2021,2
10030609,2022,1
10030609,2023,2
10033843,2025,3
10036571,2022,1
10036571,2023,4
10036571,2024,2
10036571,2025,7
10036571,2026,1
10038201,2024,3
10038201,2025,1
10038201,2026,1
10052709,2024,1
10053748,2021,1
10055540,2024,1
10055540,2026,1
10061519,2022,2
10061519,2023,4
10061519,2024,4
10061519,2025,9
10062235,2024,1
10062390,2023,1
10063318,2022,3
10063318,2023,7
10063318,2024,3
10063318,2025,2
10065596,2023,1
10065856,2022,2
10065856,2024,1
10066211,2021,1
10066211,2022,1
10066211,2023,3
10076562,2025,2
10085412,2023,2
10097667,2021,1
10097679,2021,7
10097679,2022,11
10097679,2023,9
10097679,2024,2
10097679,2025,4
10099661,2024,1
10113055,2024,1
10114813,2024,1
10115252,2021,6
10115252,2022,1
10115252,2023,10
10115252,2024,1
10115252,2025,4
10115252,2026,1
10119110,2025,3
10121346,2021,1
10121346,2022,2
10123251,2022,1
10123251,2023,2
10123251,2024,1
10123251,2025,1
10125695,2025,2
10127227,2024,2
10127291,2021,2
10127291,2023,2
10127383,2024,2
10127453,2025,1
10127803,2022,2
10127803,2024,3
10127803,2025,2
10133086,2023,1
10133086,2024,2
10133086,2025,3
10133086,2026,1
10133143,2024,1
10133301,2024,1
10133301,2025,3
10133819,2024,2
10137680,2024,1
10137680,2025,1
10138118,2024,1
10138118,2026,1
10138770,2024,1
10139323,2022,6
10139323,2023,9
10139323,2024,4
10139323,2025,6
10142187,2026,1
10142823,2024,8
10142823,2025,3
10144622,2022,7
10144622,2023,16
10144622,2024,4
10145619,2024,2
10146245,2023,142
10146245,2024,375
10146245,2025,285
10146245,2026,62
10146415,2026,1
10146950,2026,1
10148899,2023,12
10148899,2024,6
10148899,2025,45
10148899,2026,17
10150159,2024,4
10150159,2026,1
10150830,2023,2
10150830,2024,2
10153379,2022,1
10160679,2022,6
10160679,2024,4
10160679,2025,3
10160679,2026,2
10165871,2023,3
10169825,2024,1
10174798,2025,2
10175561,2021,1
10179844,2021,2
10179844,2023,3
10179844,2024,3
10185775,2024,1
10187192,2023,2
10188576,2022,4
10191326,2022,1
10192336,2024,1
10193900,2023,2
10196804,2025,1
10196949,2021,1
10204379,2024,1
10204379,2025,2
10206760,2022,1
10208915,2024,2
10208916,2023,1
10209893,2025,5
10210128,2024,1
10210128,2025,1
10216146,2023,3
10216146,2024,4
10216146,2025,2
10216146,2026,3
10217930,2024,1
10217930,2025,1
10221177,2021,2
10224394,2023,2
10227168,2021,3
10227168,2022,3
10227374,2025,4
10227374,2026,2
10229919,2023,1
10229919,2024,4
10236709,2024,1
10236709,2025,2
10237304,2022,1
10237304,2023,2
10237304,2024,1
10237304,2025,2
10239685,2024,1
10241426,2020,1
10241426,2021,2
10241426,2022,3
10241426,2023,7
10241426,2024,1
10246322,2024,3
10252908,2021,1
10261742,2023,2
10261742,2025,4
10261742,2026,1
10267126,2024,2
10267126,2025,1
10277974,2024,1
10277974,2025,1
10278236,2022,1
10285583,2020,1
10285583,2021,1
10285591,2023,2
10307196,2021,8
10307196,2022,10
10307196,2023,4
10307196,2025,3
10307196,2026,1
10312754,2023,28
10312754,2024,1
10317017,2020,4
10317017,2021,2
10317017,2022,7
10317017,2023,3
10317024,2023,1
10317024,2024,1
10317024,2025,3
10326216,2021,2
10326216,2022,8
10326216,2023,1
10326216,2024,2
10326216,2025,3
10326216,2026,1
10328218,2023,1
10328218,2025,1
10328218,2026,1
10328312,2022,4
10328312,2025,1
10328330,2023,1
10328330,2024,1
10335228,2023,1
10335228,2024,1
10335366,2024,1
10335366,2025,7
10336419,2020,1
10343796,2025,5
10344440,2025,1
10345136,2021,4
10352129,2025,1
10353866,2024,1
10358820,2020,2
10361735,2023,4
10362473,2022,4
10362473,2023,2
10362473,2024,5
10367509,2022,1
10367510,2021,1
10369385,2023,1
10372644,2025,3
10383696,2022,1
10387483,2023,2
10394946,2023,1
10396012,2022,1
10397154,2023,4
10397154,2024,19
10397154,2025,39
10397154,2026,18
10405493,2020,3
10405493,2021,1
10405493,2022,17
10405493,2023,6
10405493,2024,1
10405493,2025,8
10405493,2026,3
10406647,2022,3
10406647,2023,1
10408159,2023,1
10408159,2024,7
10408159,2025,5
10408159,2026,3
10410473,2025,2
10414399,2024,4
10414399,2025,1
10415484,2026,1
10421662,2024,1
10422911,2022,8
10422911,2023,6
10422911,2024,15
10422911,2025,9
10422911,2026,3
10425893,2025,1
10427060,2023,1
10432047,2023,1
10432047,2025,1
10432048,2021,2
10432048,2022,1
10432048,2023,1
10432048,2024,1
10432048,2025,11
10432048,2026,4
10433602,2022,1
10433602,2024,1
10433645,2021,1
10433645,2022,3
10433645,2023,3
10434814,2024,2
10434814,2025,4
10434814,2026,2
10434899,2023,1
10434899,2025,1
10435417,2024,1
10436130,2022,1
10436130,2023,1
10436130,2024,2
10436130,2025,10
10436130,2026,2
10436151,2023,2
10436151,2024,2
10436151,2025,1
10436283,2020,1
10436283,2023,3
10436283,2024,7
10436283,2025,2
10444677,2022,1
10445611,2024,1
10445611,2025,1
10445657,2022,1
10445657,2023,1
10445657,2024,1
10445657,2025,2
10445657,2026,1
10448559,2022,1
10448559,2024,1
10448559,2025,2
10454374,2024,1
10454522,2023,3
10454522,2024,1
10454522,2025,2
10454805,2024,1
10454883,2022,1
10454883,2023,1
10454883,2024,2
10454883,2025,11
10454883,2026,18
10457643,2025,1
10470158,2021,1
10470199,2021,2
10471347,2022,1
10471347,2023,7
10471347,2024,18
10471347,2025,10
10471347,2026,1
10471718,2025,3
10471735,2023,1
10471735,2025,1
10473211,2025,16
10475977,2021,3
10475977,2022,1
10477501,2025,1
10479178,2021,1
10479178,2022,2
10481691,2024,3
10484604,2024,2
10484780,2022,4
10484780,2023,2
10485205,2021,1
10485205,2022,5
10485205,2023,3
10485205,2024,1
10485205,2025,1
10485205,2026,1
10492000,2025,1
10493336,2021,1
10493336,2022,4
10493336,2023,1
10493336,2024,1
10493336,2026,1
10509103,2024,1
10509103,2025,8
10509103,2026,4
10509145,2024,2
10509170,2022,1
10509170,2023,7
10509170,2025,3
10511683,2022,1
10513306,2025,2
10518721,2023,1
10518721,2024,1
10518721,2025,2
10518721,2026,1
10518950,2022,4
10518950,2023,59
10518950,2024,31
10518950,2025,14
10518950,2026,3
10521410,2023,1
10523778,2021,1
10524327,2021,1
10524507,2024,1
10525945,2024,1
10527856,2024,1
10529658,2023,1
10529658,2024,5
10536707,2022,2
10536707,2024,2
10536707,2025,3
10536707,2026,2
10537404,2025,1
10537684,2025,2
10545249,2018,1
10545249,2022,2
10545249,2024,10
10545249,2025,5
10545712,2025,3
10545825,2022,1
10545825,2024,2
10546775,2022,4
10546775,2023,7
10546775,2024,5
10546775,2025,3
10548813,2024,2
10550058,2020,1
10550647,2022,3
10550647,2023,1
10550647,2024,2
10554938,2021,2
10554938,2023,3
10554938,2024,9
10554938,2025,5
10558650,2022,2
10558650,2023,5
10558650,2024,1
10559272,2021,4
10559272,2022,22
10559272,2023,23
10559272,2024,8
10559272,2025,17
10562436,2023,1
10562436,2024,1
10568371,2023,1
10568371,2024,8
10576218,2025,1
10577156,2020,1
10577156,2021,1
10577156,2023,3
10579077,2023,1
10579077,2024,1
10580198,2026,4
10580251,2022,1
10581322,2023,5
10584717,2024,4
10584717,2025,6
10584717,2026,1
10589848,2025,14
10590223,2021,1
10592178,2025,1
10596337,2024,1
10596337,2025,4
10598409,2021,5
10598409,2022,1
10598409,2023,10
10598409,2024,7
10598409,2025,7
10604131,2023,1
10605373,2022,1
10605373,2023,2
10605373,2024,2
10607608,2021,1
10607608,2024,2
10607910,2022,1
10607994,2023,2
10607994,2024,6
10607994,2025,5
10608204,2022,1
10612252,2021,1
10612252,2022,7
10612252,2023,18
10612252,2024,14
10612252,2025,35
10612252,2026,3
10614075,2025,3
10615308,2025,1
10615308,2026,4
10616587,2024,1
10616587,2026,3
10617411,2021,2
10617411,2024,2
10617443,2021,1
10617443,2022,1
10621330,2023,2
10621330,2025,1
10625791,2023,11
10625791,2024,11
10625791,2025,10
10625791,2026,2
10631169,2022,5
10631169,2023,2
10641053,2023,2
10641053,2024,2
10645126,2023,2
10646651,2025,1
10648981,2024,1
10648981,2025,7
10654614,2023,1
10660262,2025,4
10660721,2021,1
10660721,2023,1
10661635,2023,6
10667064,2022,3
10670896,2025,4
10670896,2026,1
10681348,2021,1
10690833,2021,2
10692414,2021,2
10692414,2022,5
10692414,2023,3
10695926,2024,3
10702569,2020,4
10702569,2021,4
10702569,2022,1
10702569,2023,2
10702569,2024,1
10703981,2022,4
10703981,2023,3
10703981,2024,4
10707032,2024,1
10707032,2025,1
10707499,2023,3
10708363,2021,1
10710553,2023,1
10714918,2022,2
10714918,2025,1
10718396,2020,1
10718818,2021,7
10718818,2022,4
10718818,2023,11
10718818,2024,2
10718818,2025,11
10720961,2022,1
10720961,2025,1
10721017,2022,1
10721017,2023,2
10721017,2025,2
10721825,2022,1
10722435,2023,2
10722435,2024,4
10724411,2023,1
10724411,2024,4
10724411,2025,2
10728521,2021,1
10728521,2022,1
10728521,2025,1
10738014,2021,1
10751518,2021,2
10751764,2021,2
10751764,2024,1
10754046,2023,1
10754338,2025,1
10760437,2023,3
10760437,2024,1
10768717,2023,1
10768962,2024,1
10771819,2021,2
10773978,2022,1
10776824,2021,1
10777313,2022,1
10777313,2023,1
10777313,2025,1
10785728,2023,1
10793728,2024,1
10793844,2024,7
10793844,2025,3
10793973,2023,16
10793973,2024,12
10793973,2025,20
10794773,2021,1
10794773,2022,1
10794773,2024,1
10794773,2025,2
10798049,2023,3
10798957,2024,1
10799037,2022,4
10799037,2023,6
10799037,2024,5
10799037,2025,6
10801330,2022,1
10803998,2021,3
10808711,2020,1
10808711,2021,1
10808711,2024,3
10809248,2020,1
10809248,2021,3
10809248,2022,1
10809248,2023,1
10809248,2024,2
10809248,2025,2
10809248,2026,1
10809616,2024,3
10809616,2025,1
